symbol	company	yayk	nayk	mayk	yay	nay	may	desc
SAY.V	Sparta Capital Ltd	2	0	5	clojure.lang.LazySeq@cf7c8523	clojure.lang.LazySeq@1	clojure.lang.LazySeq@de5be927	Sparta Capital Ltd. provides specialized energy capturing, converting, optimizing, and related services to the commercial sector. It is involved in the conversion of biomass with a focus on sequestering CO2 emissions through waste diversion and converting biomass waste into consumables, such as waste-to-energy products; and electronics recycling business that converts and remarkets old electronic components. The company also distributes specialized photoluminescent exit signs and egress pathway marking to reduce the consumption of carbon based electricity; and measures and monitors energy use in commercial buildings and manufacturing facilities, as well as offers turnkey solutions and ongoing support. In addition, it delivers energy management and power quality solutions and services, including harmonic mitigation and power factor correction in industrial and commercial areas. Further, the company offers energy efficiencies optimizing technologies. Sparta Capital Ltd. was incorporated in 1988 and is headquartered in Toronto, Canada.
SBM.V	Sirona Biochem Corp	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@f8c1f362	clojure.lang.LazySeq@1	Sirona Biochem Corp. develops and sells cosmetic and pharmaceutical active ingredients in Canada and France. The company develops programs in the areas of diabetes, anti-inflammatories, and anti-infectives for therapeutics; anti-aging and depigmenting agents in cosmeceuticals; and biological ingredients, such as inducers and adjuvants for the biological development and preservation. It develops a sodium glucose co-transporter inhibitor for the treatment of diabetes, as well as cosmetic skin lightening agents and compounds. The company was formerly known as High Rider Capital Inc. and changed its name to Sirona Biochem Corp. in May 2009. Sirona Biochem Corp. was incorporated in 2006 and is headquartered in Vancouver, Canada.
SCLT.V	Searchlight Resources Inc	2	2	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@1	Searchlight Resources Inc., an exploration stage company, acquires, explores for, and develops mineral properties in Canada. It explores for copper, cobalt, gold, vanadium, and uranium deposits. The company holds interests in the Bootleg Lake gold project covering 7,280 hectares located near Creighton, Saskatchewan; the Duddridge Lake property comprising 4 mineral claims covering approximately 3,051.6 hectares located to the  northwest of La Ronge, Saskatchewan; and the Cameron cobalt project located in the north of North Bay, Ontario. It also holds interests in the Flin Flon North project consisting of 2 mineral claims covering an area of 5,644.7 hectares located in Saskatchewan; and the English Bay property covering an area of 3,140 hectares located in the north La Ronge, Saskatchewan. The company was formerly known as Canyon Copper Corp. and changed its name to Searchlight Resources Inc. in July 2018. Searchlight Resources Inc. was founded in 2000 and is based in Vancouver, Canada.
SCOT.V	Scottie Resources Corp	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@1	Scottie Resources Corp., an exploration stage company, acquires, explores, and evaluates mineral properties in Canada. The company explores for gold, silver, and copper deposits. It holds a 100% interest in the Scottie property that consists of 14 crown granted claims and 2 modified grid system (MGS) claims covering an area of 107 hectares of MGS claims and 213 hectares of crown granted claims; the Ruby Silver property that covers an area of 4,300 hectares; and the Black Hills property, which covers 1,252 hectares located in the Golden Triangle, British Columbia. The company also holds an interest in the Stock property covering 2,506.11 hectares located in the Golden Triangle, British Columbia. In addition, it has an option to acquire 100% interest in the Bow property that covers an area of 471.92 hectares located in the Golden Triangle, British Columbia; the Summit Lake property comprising 1,583 hectares mineral claims; and the Bitter Creek property in 42 mineral claims covering 4,832 hectares. The company was formerly known as Rotation Minerals Ltd. and changed its name to Scottie Resources Corp. in January 2019. The company was incorporated in 2009 and is based in Vancouver, Canada.
SCT.V	Skychain Technologies Inc	2	0	0	clojure.lang.LazySeq@88212d76	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Skychain Technologies Inc. provides blockchain infrastructure services and power solutions to cryptominers. It offers warehouse space, low-cost electricity, and maintenance and hosting services. The company was formerly known as Green Valley Mine Incorporated and changed its name to Skychain Technologies Inc. in September 2018. Skychain Technologies Inc. was incorporated in 1977 and is headquartered in Vancouver, Canada.
SDI.V	Stampede Drilling Inc	2	10	1	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@deeb9dd1	clojure.lang.LazySeq@7bfc1ec7	Stampede Drilling Inc. provides drilling rig services for the oil and natural gas industry in North America. It operates 13 drilling rigs consisting of ten complementary heavy telescopic drilling rigs, one cantilever triple drilling rig, one light telescopic double rig, and one cantilever double drilling rig located in the provinces of Saskatchewan and Alberta. The company was formerly known as MATRRIX Energy Technologies Inc. and changed its name to Stampede Drilling Inc. in May 2019. Stampede Drilling Inc. was incorporated in 2011 and is headquartered in Calgary, Canada.
XAG.V	Xtierra Inc	2	1	1	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@329f7b	Xtierra Inc., a natural resource company, engages in the exploration and development of precious and base metal deposits in Mexico. It primarily explores for zinc, silver, lead, copper, gold, and mercury deposits. The company's principal project is the Bilbao project covering an area of approximately 1,406.7 hectares comprising nine exploitation concessions located to the northwest of Mexico City in the southeastern part of the State of Zacatecas. Xtierra Inc. is headquartered in Toronto, Canada.
SEI.V	Sintana Energy Inc	2	4	1	clojure.lang.LazySeq@e1a308e1	clojure.lang.LazySeq@86208e01	clojure.lang.LazySeq@7bfc1ec7	Sintana Energy Inc., an oil and natural gas exploration company, engages in the acquisition, exploration, development, production, and sale of crude oil and natural gas resources in Colombia. Its principal assets are private participation interests of 30% unconventional and 100% conventional interests in the hydrocarbon resources of VMM 37 Block, which covers 43,158 acres located in the Middle Magdalena Basin. The company was incorporated in 1994 and is headquartered in Dallas, Texas.
SFI.V	Solution Financial Inc	2	0	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	Solution Financial Inc. engages in leasing and financing high-end automotive vehicles, boats, and commercial equipment in Canada. It is also involved in the end of lease sales activities. The company serves new immigrants, business owners, and international students. Solution Financial Inc. was founded in 2004 and is based in Richmond, Canada.
SFR.V	Sandfire Resources America Inc	2	0	4	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8d5382d5	Sandfire Resources America Inc. acquires, explores for, and develops resource properties in the United States and Canada. The company explores for copper, cobalt, zinc, lead, and silver deposits. Its flagship property is the Black Butte copper project that consists of approximately 7,684 acres of fee-simple lands and 4,541 acres in 239 Federal unpatented lode-mining claims located in central Montana, the United States. The company was formerly known as Tintina Resources Inc. and changed its name to Sandfire Resources America Inc. in January 2018. The company was founded in 1998 and is headquartered in Vancouver, Canada. Sandfire Resources America Inc. is a subsidiary of Sandfire Resources NL.
SFT.V	Softrock Minerals Ltd	2	1	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@1adf1	clojure.lang.LazySeq@1	Softrock Minerals Ltd. engages in the exploration and development of oil, gas, and minerals in Canada. The company explores for lithium, potash, diamonds, and cobalt. It holds a 3% gross overriding royalty (GORR) interest on three wells located in the Grand Forks area of Alberta; and 2.5% GORR on two wells in Spirit River area of Northern Alberta. The company also owns interests in 6 industrial mineral permits covering 48,344 hectares situated in Alberta. Softrock Minerals Ltd. was incorporated in 1993 and is headquartered in Calgary, Canada.
XIA.V	Xiana Mining Inc	2	2	3	clojure.lang.LazySeq@eb1066bc	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@dee60acf	Xiana Mining Inc., a natural resource company, engages in the acquisition, exploration, development, and production of mineral properties. The company mainly produces copper, silver, and gold concentrates. It holds 100% ownership of Minera Altos de Punitaqui, which comprises four producing copper-gold mines and covers an area of 11,838 hectares in Region IV, Chile. The company was formerly known as Dorato Resources Inc. and changed its name to Xiana Mining Inc. in October 2013. Xiana Mining Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.
SGC.V	Solstice Gold Corp	2	5	0	clojure.lang.LazySeq@fbe26181	clojure.lang.LazySeq@ea9153f	clojure.lang.LazySeq@1	Solstice Gold Corp. engages in the exploration of mineral resource properties in Canada. The company primarily explores for gold deposits. It holds a 100% interest in the KGP project covering an area of 866 square kilometers located in Nunavut, as well as other rights covering an adjacent 683 square kilometers. The company was formerly known as Dunnedin Gold Inc. and changed its name to Solstice Gold Corp. in September 2017. Solstice Gold Corp. was incorporated in 2017 and is headquartered in Vancouver, Canada.
